Type,Adjective,Noun,ERP_Code,Note,HEX
"DB","uniboard","K19 Chino","https://www.uniboard.com/en/panels/tfl-panels/chino","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K19_Chino_Chino/image-thumb__36427__uniboard360x360/K19_Chino_Chino_Calico_48x24_37dpi.png&query=","#4C4F4B"
"DB","uniboard","K20 Frequency","https://www.uniboard.com/en/panels/tfl-panels/frequency","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K20_Fr%C3%A9quence_Frequency/image-thumb__36432__uniboard360x360/K20_Fr%C3%A9quence_Frequency_Calico_48x24_37dpi.png&query=","#9D9D93"
"DB","uniboard","K21 Canvas","https://www.uniboard.com/en/panels/tfl-panels/canvas","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K21_Canvas_Canvas/image-thumb__36436__uniboard360x360/K21_Canvas_Canvas_Calico_48x24_37dpi.png&query=","#DEE3DC"
"DB","uniboard","K22 Reflexion","https://www.uniboard.com/en/panels/tfl-panels/reflexion","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K22_R%C3%A9flexion_Reflexion/image-thumb__36441__uniboard360x360/K22_R%C3%A9flexion_Reflexion_Sequoia_48x24_37dpi.png&query=","#555147"
"DB","uniboard","K23 Shanshu","https://www.uniboard.com/en/panels/tfl-panels/shanshu","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K23_Shanshu_Shanshu/image-thumb__36445__uniboard360x360/K23_Shanshu_Shanshu_Sequoia_48x24_37dpi.png&query=","#77654C"
"DB","uniboard","K24 Dalia","https://www.uniboard.com/en/panels/tfl-panels/dalia","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K24_Dalia_Dalia/image-thumb__36449__uniboard360x360/K24_Dalia_Dalia_Sequoia_48x24_37dpi.png&query=","#756145"
"DB","uniboard","K25 Mimosa","https://www.uniboard.com/en/panels/tfl-panels/mimosa","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K25_Mimosa_Mimosa/image-thumb__36454__uniboard360x360/K25_Mimosa_Mimosa_Sequoia_48x24_37dpi.png&query=","#BAAA91"
"DB","uniboard","K29 Nickel","https://www.uniboard.com/en/panels/tfl-panels/nickel","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K29_Nickel_Nickel/image-thumb__36458__uniboard360x360/K29_Nickel_Nickel_Dolomite_48x24_37dpi.png&query=","#82847F"
"DB","uniboard","K30 Spectra","https://www.uniboard.com/en/panels/tfl-panels/spectra","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K30_Spectra_Spectra/image-thumb__36462__uniboard360x360/K30_Spectra_Spectra_Dolomite_48x24_37dpi.png&query=","#A09988"
"DB","uniboard","K31 Odeon","https://www.uniboard.com/en/panels/tfl-panels/odeon","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K31_Od%C3%A9on_Odeon/image-thumb__36466__uniboard360x360/K31_Od%C3%A9on_Odeon_Dolomite_48x24_37dpi.png&query=","#A39979"
"DB","uniboard","K32 Equinox","https://www.uniboard.com/en/panels/tfl-panels/equinox","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K32_%C3%89quinoxe_Equinox/image-thumb__36471__uniboard360x360/K32_%C3%89quinoxe_Equinox_Dolomite_48x24_37dpi.png&query=","#927650"
"DB","uniboard","K33 Dorato grey","https://www.uniboard.com/en/panels/tfl-panels/dorato-grey","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K33_Dorato%20Gris_Dorato%20Grey/image-thumb__41791__uniboard360x360/K33_Dorato%20Gris_Dorato%20Grey_Rio_48x24_37dpi.png&query=","#817A69"
"DB","uniboard","K34 Dorato natural","https://www.uniboard.com/en/panels/tfl-panels/dorato-natural","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K34_Dorato%20Naturel_Dorato%20Natural/image-thumb__41794__uniboard360x360/K34_Dorato%20Naturel_Dorato%20Natural_Rio_48x24_37dpi.png&query=","#B29D83"
"DB","uniboard","K36 Soho","https://www.uniboard.com/en/panels/tfl-panels/soho","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K36_Soho_Soho/image-thumb__36488__uniboard360x360/K36_Soho_Soho_Sequoia_48x24_37dpi.png&query=","#AEAFA7"
"DB","uniboard","K37 Endgrain","https://www.uniboard.com/en/panels/tfl-panels/endgrain","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K37_Endgrain_Endgrain/image-thumb__36492__uniboard360x360/K37_Endgrain_Endgrain_Supermat_48x24_37dpi.png&query=","#A49B84"
"DB","uniboard","K38 Riverside","https://www.uniboard.com/en/panels/tfl-panels/riverside","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K38_Riverain_Riverside/image-thumb__36496__uniboard360x360/K38_Riverain_Riverside_Aura_48x24_37dpi.png&query=","#9A9E87"
"DB","uniboard","K39 Nebula","https://www.uniboard.com/en/panels/tfl-panels/nebula","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K39_N%C3%A9buleuse_Nebula/image-thumb__36501__uniboard360x360/K39_N%C3%A9buleuse_Nebula_Sequoia_48x24_37dpi.png&query=","#222724"
"DB","uniboard","K40 Fjord","https://www.uniboard.com/en/panels/tfl-panels/fjord","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K40_Fjord_Fjord/image-thumb__36506__uniboard360x360/K40_Fjord_Fjord_Supermat_48x24_37dpi.png&query=","#E4E6E0"
"DB","uniboard","K41 Lago","https://www.uniboard.com/en/panels/tfl-panels/lago","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K41_Lago_Lago/image-thumb__36510__uniboard360x360/K41_Lago_Lago_Supermat_48x24_37dpi.png&query=","#E2D6AB"
"DB","uniboard","K42 Sway","https://www.uniboard.com/en/panels/tfl-panels/sway","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K42_Influence_Sway/image-thumb__41800__uniboard360x360/K42_Influence_Sway_Vellum_48x24_37dpi.png&query=","#947150"
"DB","uniboard","K43 Summit White","https://www.uniboard.com/en/panels/tfl-panels/summit-white","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K43_Blanc%20sommet_Summit%20White/image-thumb__41803__uniboard360x360/K43_Blanc%20sommet_Summit%20White_Vellum_48x24_37dpi.png&query=","#EAE7D3"
"DB","uniboard","K44 Titan Grey","https://www.uniboard.com/en/panels/tfl-panels/titan-grey","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K44_Gris%20Titan_Titan%20Grey/image-thumb__41806__uniboard360x360/K44_Gris%20Titan_Titan%20Grey_Vellum_48x24_37dpi.png&query=","#8C887D"
"DB","uniboard","K45 Wave Blue","https://www.uniboard.com/en/panels/tfl-panels/wave-blue","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K45_Vague%20Bleue_Wave%20Blue/image-thumb__36528__uniboard360x360/K45_Vague%20Bleue_Wave%20Blue_Vellum_48x24_37dpi.png&query=","#13274A"
"DB","uniboard","K46 Kali","https://www.uniboard.com/en/panels/tfl-panels/kali","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K46_Kali_Kali/image-thumb__36532__uniboard360x360/K46_Kali_Kali_Lyra_48x24_37dpi.png&query=","#50504A"
"DB","uniboard","K47 Asha","https://www.uniboard.com/en/panels/tfl-panels/asha","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K47_Asha_Asha/image-thumb__36537__uniboard360x360/K47_Asha_Asha_Lyra_48x24_37dpi.png&query=","#463A32"
"DB","uniboard","K48 Whiskey","https://www.uniboard.com/en/panels/tfl-panels/whiskey","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K48_Whisky_Whiskey/image-thumb__36541__uniboard360x360/K48_Whisky_Whiskey_Lyra_48x24_37dpi.png&query=","#574B3D"
"DB","uniboard","K60 Chiffon","https://www.uniboard.com/en/panels/tfl-panels/chiffon","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K60_Mousseline_Chiffon/image-thumb__36550__uniboard360x360/K60_Mousseline_Chiffon_Nobella_48x24_37dpi.png&query=","#8F7F69"
"DB","uniboard","K61 Silk","https://www.uniboard.com/en/panels/tfl-panels/silk","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K61_Soie_Silk/image-thumb__36555__uniboard360x360/K61_Soie_Silk_Nobella_48x24_37dpi.png&query=","#A09486"
"DB","uniboard","K62 Feather White","https://www.uniboard.com/en/panels/tfl-panels/feather-white","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K62_Plume%20Blanche_Feather%20White/image-thumb__36559__uniboard360x360/K62_Plume%20Blanche_Feather%20White_Nobella_48x24_37dpi.png&query=","#C8C5C0"
"DB","uniboard","K63 Pietra","https://www.uniboard.com/en/panels/tfl-panels/pietra","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K63_Pietra_Pietra/image-thumb__36563__uniboard360x360/K63_Pietra_Pietra_Nobella_48x24_37dpi.png&query=","#746E69"
"DB","uniboard","K64 Ombre","https://www.uniboard.com/en/panels/tfl-panels/ombre","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K64_Ombre_Ombre/image-thumb__36567__uniboard360x360/K64_Ombre_Ombre_Nobella_48x24_37dpi.png&query=","#3F3F3F"
"DB","uniboard","K65 Americana","https://www.uniboard.com/en/panels/tfl-panels/americana","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K65_Americana_Americana/image-thumb__36572__uniboard360x360/K65_Americana_Americana_Nobella_48x24_37dpi.png&query=","#59412F"
"DB","uniboard","K66 Whisper","https://www.uniboard.com/en/panels/tfl-panels/whisper","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K66_Murmure_Whisper/image-thumb__41016__uniboard360x360/K66_Murmure_Whisper_Nobella_48x24_37dpi.png&query=","#CDBDA8"
"DB","uniboard","K67 Rumour","https://www.uniboard.com/en/panels/tfl-panels/rumour","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K67_Rumeur_Rumour/image-thumb__41023__uniboard360x360/K67_Rumeur_Rumour_Nobella_48x24_37dpi.png&query=","#9B8264"
"DB","uniboard","K68 Conifer","https://www.uniboard.com/en/panels/tfl-panels/conifer","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K68_Conif%C3%A8re_Conifer/image-thumb__41024__uniboard360x360/K68_Conif%C3%A8re_Conifer_Supermat_48x24_37dpi.png&query=","#295031"
"DB","uniboard","K69 Ohm","https://www.uniboard.com/en/panels/tfl-panels/ohm","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K69_Ohm_Ohm/image-thumb__41029__uniboard360x360/K69_Ohm_Ohm_Aura_48x24_37dpi.png&query=","#725134"
"DB","uniboard","K70 Resonance","https://www.uniboard.com/en/panels/tfl-panels/resonance","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K70_R%C3%A9sonance_Resonance/image-thumb__41015__uniboard360x360/K70_R%C3%A9sonance_Resonance_Aura_48x24_37dpi.png&query=","#6F4728"
"DB","uniboard","K71 Elemental","https://www.uniboard.com/en/panels/tfl-hpl/elemental","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K71_%C3%89l%C3%A9mental_Elemental/image-thumb__41032__uniboard360x360/K71_%C3%89l%C3%A9mental_Elemental_Omnia_48x24_37dpi.png&query=","#C7C2AE"
"DB","uniboard","K72 Data","https://www.uniboard.com/en/panels/tfl-panels/data","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K72_Data_Data/image-thumb__41036__uniboard360x360/K72_Data_Data_Omnia_48x24_37dpi.png&query=","#887E74"
"DB","uniboard","K73 Mantra","https://www.uniboard.com/en/panels/tfl-panels/mantra","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K73_Mantra_Mantra/image-thumb__41040__uniboard360x360/K73_Mantra_Mantra_Aura_48x24_37dpi.png&query=","#6F6863"
"DB","uniboard","K74 Chakra","https://www.uniboard.com/en/panels/tfl-panels/chakra","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K74_Chakra_Chakra/image-thumb__40951__uniboard360x360/K74_Chakra_Chakra_Aura_48x24_37dpi.png&query=","#736557"
"DB","uniboard","K75 Karma","https://www.uniboard.com/en/panels/tfl-panels/karma","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K75_Karma_Karma/image-thumb__40949__uniboard360x360/K75_Karma_Karma_Omnia_48x24_37dpi.png&query=","#4D443B"
"DB","uniboard","K76 Samadhi","https://www.uniboard.com/en/panels/tfl-panels/samadhi","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K76_Samadhi_Samadhi/image-thumb__40955__uniboard360x360/K76_Samadhi_Samadhi_Omnia_48x24_37dpi.png&query=","#422A1B"
"DB","uniboard","K77 Dosha","https://www.uniboard.com/en/panels/tfl-panels/dosha","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K77_Dosha_Dosha/image-thumb__40966__uniboard360x360/K77_Dosha_Dosha_Omnia_48x24_37dpi.png&query=","#AA9980"
"DB","uniboard","K79 Sage","https://www.uniboard.com/en/panels/tfl-panels/sage","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K79_Sauge_Sage/image-thumb__40978__uniboard360x360/K79_Sauge_Sage_Supermat_48x24_37dpi.png&query=","#96ADA7"
"DB","uniboard","K80 Celestine","https://www.uniboard.com/en/panels/tfl-panels/celestine","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K80_C%C3%A9lestine_Celestine/image-thumb__40977__uniboard360x360/K80_C%C3%A9lestine_Celestine_Supermat_48x24_37dpi.png&query=","#C0D0E0"
"DB","uniboard","K81 Adobe","https://www.uniboard.com/en/panels/tfl-panels/adobe","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K81_Adobe_Adobe/image-thumb__40987__uniboard360x360/K81_Adobe_Adobe_Supermat_48x24_37dpi.png&query=","#CF8A6B"
"DB","uniboard","K82 Whitesmoke","https://www.uniboard.com/en/panels/tfl-panels/whitesmoke","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K82_Fum%C3%A9e%20Blanche_Whitesmoke/image-thumb__40996__uniboard360x360/K82_Fum%C3%A9e%20Blanche_Whitesmoke_Supermat_48x24_37dpi.png&query=","#DCDCDA"
"DB","uniboard","K83 Shipshaw","https://www.uniboard.com/en/panels/tfl-panels/shipshaw","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K83_Shipshaw_Shipshaw/image-thumb__41006__uniboard360x360/K83_Shipshaw_Shipshaw_Supermat_48x24_37dpi.png&query=","#736A61"
"DB","uniboard","K84 Quietude","https://www.uniboard.com/en/panels/tfl-hpl/quietude","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K84_Qui%C3%A9tude_Quietude/image-thumb__42663__uniboard360x360/K84_Qui%C3%A9tude_Quietude_Supermat_48x24_37dpi.png&query=","#B7B1A3"
"DB","uniboard","K85 Solace","https://www.uniboard.com/en/panels/tfl-hpl/solace","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K85_R%C3%A9confort_Solace/image-thumb__42670__uniboard360x360/K85_R%C3%A9confort_Solace_Supermat_48x24_37dpi.png&query=","#83745D"
"DB","uniboard","K86 Serenity","https://www.uniboard.com/en/panels/tfl-hpl/serenity","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K86_S%C3%A9r%C3%A9nit%C3%A9_Serenity/image-thumb__42674__uniboard360x360/K86_S%C3%A9r%C3%A9nit%C3%A9_Serenity_Supermat_48x24_37dpi.png&query=","#6E7E73"
"DB","uniboard","K87 Calla","https://www.uniboard.com/en/panels/tfl-hpl/calla","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K87_Calla_Calla/image-thumb__42310__uniboard360x360/K87_Calla_Calla_Sequoia_48x24_37dpi.png&query=","#3F3028"
"DB","uniboard","K88 Stellar","https://www.uniboard.com/en/panels/tfl-hpl/stellar","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K88_Stellaire_Stellar/image-thumb__42681__uniboard360x360/K88_Stellaire_Stellar_Omnia_48x24_37dpi.png&query=","#BCB18D"
"DB","uniboard","K89 Cosmos","https://www.uniboard.com/en/panels/tfl-hpl/cosmos","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K89_Cosmos_Cosmos/image-thumb__42314__uniboard360x360/K89_Cosmos_Cosmos_Omnia_48x24_37dpi.png&query=","#A19373"
"DB","uniboard","K90 Eclipse","https://www.uniboard.com/en/panels/tfl-hpl/eclipse","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K90_%C3%89clipse_Eclipse/image-thumb__42685__uniboard360x360/K90_%C3%89clipse_Eclipse_Omnia_48x24_37dpi.png&query=","#7E6951"
"DB","uniboard","K91 Chicory","https://www.uniboard.com/en/panels/tfl-hpl/chicory","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K91_Chicor%C3%A9e_Chicory/image-thumb__42689__uniboard360x360/K91_Chicor%C3%A9e_Chicory_Omnia_48x24_37dpi.png&query=","#988764"
"DB","uniboard","K92 Nubuck","https://www.uniboard.com/en/panels/tfl-hpl/nubuck","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K92_Nubuck_Nubuck/image-thumb__42348__uniboard360x360/K92_Nubuck_Nubuck_Omnia_48x24_37dpi.png&query=","#6C6347"
"DB","uniboard","K93 Anise","https://www.uniboard.com/en/panels/tfl-hpl/anise","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K93_Anis_Anise/image-thumb__42693__uniboard360x360/K93_Anis_Anise_Omnia_48x24_37dpi.png&query=","#3C3931"
"DB","uniboard","K94 Poppy","https://www.uniboard.com/en/panels/tfl-hpl/poppy","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K94_Pavot_Poppy/image-thumb__42697__uniboard360x360/K94_Pavot_Poppy_Omnia_48x24_37dpi.png&query=","#5B594C"
"DB","uniboard","K95 Atom","https://www.uniboard.com/en/panels/tfl-hpl/atom","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K95_Atome_Atom/image-thumb__42701__uniboard360x360/K95_Atome_Atom_Omnia_48x24_37dpi.png&query=","#615643"
"DB","uniboard","K96 Tektonik","https://www.uniboard.com/en/panels/tfl-hpl/tektonik","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K96_Tektonik_Tektonik/image-thumb__42406__uniboard360x360/K96_Tektonik_Tektonik_Omnia_48x24_37dpi.png&query=","#3F413A"
"DB","uniboard","K97 Zinc","https://www.uniboard.com/en/panels/tfl-hpl/zinc","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K97_Zinc_Zinc/image-thumb__42410__uniboard360x360/K97_Zinc_Zinc_Omnia_48x24_37dpi.png&query=","#A9A486"
"DB","uniboard","K98 Titanium","https://www.uniboard.com/en/panels/tfl-hpl/titanium","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K98_Titanium_Titanium/image-thumb__42414__uniboard360x360/K98_Titanium_Titanium_Omnia_48x24_37dpi.png&query=","#89816B"
"DB","uniboard","K99 Otter Grey","https://www.uniboard.com/en/panels/tfl-hpl/otter-grey","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/K99_Loutre%20de%20mer_Otter%20grey/image-thumb__42705__uniboard360x360/K99_Loutre%20de%20mer_Otter%20grey_Calico_48x24_37dpi.png&query=","#686A5D"
"DB","uniboard","L01 Maria","https://www.uniboard.com/en/panels/tfl-hpl/maria","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L01_Maria_Maria/image-thumb__42418__uniboard360x360/L01_Maria_Maria_Aura_48x24_37dpi.png&query=","#B9A681"
"DB","uniboard","L02 Carleton","https://www.uniboard.com/en/panels/tfl-hpl/carleton","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L02_Carleton_Carleton/image-thumb__42486__uniboard360x360/L02_Carleton_Carleton_Aura_48x24_37dpi.png&query=","#4C463A"
"DB","uniboard","L03 Bonaventure","https://www.uniboard.com/en/panels/tfl-hpl/bonaventure","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L03_Bonaventure_Bonaventure/image-thumb__42442__uniboard360x360/L03_Bonaventure_Bonaventure_Aura_48x24_37dpi.png&query=","#CEC6A8"
"DB","uniboard","L04 Flavie","https://www.uniboard.com/en/panels/tfl-hpl/flavie","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L04_Flavie_Flavie/image-thumb__42446__uniboard360x360/L04_Flavie_Flavie_Aura_48x24_37dpi.png&query=","#A69B86"
"DB","uniboard","L05 Natura","https://www.uniboard.com/en/panels/tfl-hpl/natura","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L05_Natura_Natura/image-thumb__42450__uniboard360x360/L05_Natura_Natura_Omnia_48x24_37dpi.png&query=","#B69E70"
"DB","uniboard","L06 Ecru","https://www.uniboard.com/en/panels/tfl-hpl/ecru","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L06_%C3%89cru_Ecru/image-thumb__42709__uniboard360x360/L06_%C3%89cru_Ecru_Omnia_48x24_37dpi.png&query=","#94896C"
"DB","uniboard","L07 Taupe","https://www.uniboard.com/en/panels/tfl-hpl/taupe","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L07_Taupe_Taupe/image-thumb__42458__uniboard360x360/L07_Taupe_Taupe_Omnia_48x24_37dpi.png&query=","#827764"
"DB","uniboard","L08 Frost","https://www.uniboard.com/en/panels/tfl-hpl/frost","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L08_Frimas_Frost/image-thumb__42713__uniboard360x360/L08_Frimas_Frost_Sequoia_48x24_37dpi.png&query=","#D7CDB5"
"DB","uniboard","L09 Ioniq","https://www.uniboard.com/en/panels/tfl-hpl/ioniq","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L09_Ioniq_Ioniq/image-thumb__42466__uniboard360x360/L09_Ioniq_Ioniq_Omnia_48x24_37dpi.png&query=","#524638"
"DB","uniboard","L10 Flux","https://www.uniboard.com/en/panels/tfl-hpl/flux","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L10_Flux_Flux/image-thumb__42492__uniboard360x360/L10_Flux_Flux_Omnia_48x24_37dpi.png&query=","#8A7F65"
