Type,Adjective,Noun,ERP_Code,Note,HEX
"DB","tafisa","PM781 Cream Puff","https://tafisa.ca/en/our-colours/cream-puff-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-09/pm781_24x24_72_dpi_rgb.jpg?itok=dpv4gzdl","#C3AA8C"
"DB","tafisa","L781 Cream Puff","https://tafisa.ca/en/our-colours/cream-puff","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L781_cream%20puff_chou%20a%20la%20creme.jpg?itok=sEL77IPM","#CDBBA3"
"DB","tafisa","L769 Sea Fog","https://tafisa.ca/en/our-colours/sea-fog","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L769%28I%29_24X24_72dpi.jpg?itok=Uuks6hya","#ABA492"
"DB","tafisa","L769 Sea Fog","https://tafisa.ca/en/our-colours/sea-fog-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-11/l769i_24x24_72dpi_0.jpg?itok=8y5hdBrN","#ACA593"
"DB","tafisa","L764 Daybreak","https://tafisa.ca/en/our-colours/daybreak-2","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L764_Daybreak_Au%20Petit%20Matin.jpg?itok=I2_QHvAc","#9E9590"
"DB","tafisa","L764 Daybreak","https://tafisa.ca/en/our-colours/daybreak","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L764%28C%29_24X24_72dpi_1.jpg?itok=DVSoRZuW","#AC9D8A"
"DB","tafisa","L764 Daybreak","https://tafisa.ca/en/our-colours/daybreak-1","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L764%28C%29_24X24_72dpi_2.jpg?itok=NtRVr1rv","#AC9D8A"
"DB","tafisa","L767 Milky Way","https://tafisa.ca/en/our-colours/milky-way-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L767_Milky%20Way_Voie%20Lact%C3%A9e.jpg?itok=CbpeeuYz","#8D8578"
"DB","tafisa","L767 Milky Way","https://tafisa.ca/en/our-colours/milky-way","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L767%28C%29_hires.jpg?itok=FGk0qLPR","#7B6C58"
"DB","tafisa","L228 Slate","https://tafisa.ca/en/our-colours/slate","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L228%28C%29_24X24_72dpi.jpg?itok=iyLJsBCL","#4E453D"
"DB","tafisa","L228 Slate","https://tafisa.ca/en/our-colours/slate-0","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L228%28C%29_24X24_72dpi_1.jpg?itok=XioFeOu5","#4E453D"
"DB","tafisa","L768 Sundown","https://tafisa.ca/en/our-colours/sundown","https://tafisa.ca/sites/default/files/styles/medium/public/2018-08/960x960_L768_hires_0.jpg?itok=b1aqqLwG","#524D42"
"DB","tafisa","L768 Sundown","https://tafisa.ca/en/our-colours/sundown-1","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L768%28I%29_hires.jpg?itok=7HbTdDjH","#524D42"
"DB","tafisa","PM782 Sand Castle","https://tafisa.ca/en/our-colours/sand-castle-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-09/pm782_24x24_72_dpi_rgb.jpg?itok=b-VixI6n","#886A4E"
"DB","tafisa","L782 Sand Castle","https://tafisa.ca/en/our-colours/sand-castle","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L782_Sand%20Castle_Ch%C3%A2teau%20de%20Sable.jpg?itok=rEhznlHV","#A08870"
"DB","tafisa","PM783 Tiramisu","https://tafisa.ca/en/our-colours/tiramisu-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-09/pm783_24x24_72_dpi_rgb.jpg?itok=tZbnr2QG","#5F4534"
"DB","tafisa","L783 Tiramisu","https://tafisa.ca/en/our-colours/tiramisu","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L783_Tiramisu_Tiramisu.jpg?itok=ElYYIg4y","#594840"
"DB","tafisa","PM774 Sunflower","https://tafisa.ca/en/our-colours/sunflower","https://tafisa.ca/sites/default/files/styles/medium/public/2020-10/PM774_24X24%20%28Medium%29.jpg?itok=z6V9Y61g","#D2A548"
"DB","tafisa","HG833 Steampunk","https://tafisa.ca/en/our-colours/steampunk","https://tafisa.ca/sites/default/files/styles/medium/public/2020-11/HG833_24X24%20%28Medium%29.jpg?itok=sklEjSMU","#AB834D"
"DB","tafisa","PM780 Terrarossa","https://tafisa.ca/en/our-colours/terrarossa","https://tafisa.ca/sites/default/files/styles/medium/public/2024-08/PM780-24x24-RGB.jpg?itok=r9Wf48wk","#A58173"
"DB","tafisa","PM779 Sage Leaf","https://tafisa.ca/en/our-colours/sage-leaf","https://tafisa.ca/sites/default/files/styles/medium/public/2024-08/PM779-24x24-RGB-2.jpg?itok=xQsk6QrS","#9D9D83"
"DB","tafisa","PM784 Secret Garden","https://tafisa.ca/en/our-colours/secret-garden-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-09/pm784_24x24_72_dpi_rgb.jpg?itok=MPLgOwfi","#5C543D"
"DB","tafisa","L784 Secret Garden","https://tafisa.ca/en/our-colours/secret-garden","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L784_Secret%20Garden_Jardin%20Secret.jpg?itok=L2AG256e","#5B5346"
"DB","tafisa","PM773 Eucalyptus","https://tafisa.ca/en/our-colours/eucalyptus","https://tafisa.ca/sites/default/files/styles/medium/public/2020-10/PM773_24X24%20%28Medium%29.jpg?itok=alSBJnFT","#2E4B46"
"DB","tafisa","PM202 Summer Drops","https://tafisa.ca/en/our-colours/summer-drops-2","https://tafisa.ca/sites/default/files/styles/medium/public/2023-07/L202_Crystalite_24x24_150dpi.jpg?itok=pYSPVo2r","#BEC1B8"
"DB","tafisa","HG202 Summer Drops","https://tafisa.ca/en/our-colours/summer-drops-3","https://tafisa.ca/sites/default/files/styles/medium/public/2023-07/L202_Crystalite_24x24_150dpi_1.jpg?itok=s_CRwDED","#BEC1B8"
"DB","tafisa","L202 Summer Drops","https://tafisa.ca/en/our-colours/summer-drops-4","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L202_Summer%20Drops_Grisaille.jpg?itok=x2ScZ9eM","#D8D9DB"
"DB","tafisa","L202 Summer Drops","https://tafisa.ca/en/our-colours/summer-drops","https://tafisa.ca/sites/default/files/styles/medium/public/2023-07/L202_Crystalite_24x24_150dpi_6.jpg?itok=W6xA9l7U","#BEC1B8"
"DB","tafisa","L202 Summer Drops","https://tafisa.ca/en/our-colours/summer-drops-1","https://tafisa.ca/sites/default/files/styles/medium/public/2023-07/L202_Crystalite_24x24_150dpi_5.jpg?itok=rfmFjHpP","#BEC1B8"
"DB","tafisa","PM777 Winter Horizon","https://tafisa.ca/en/our-colours/winter-horizon","https://tafisa.ca/sites/default/files/styles/medium/public/2024-08/PM777-24x24-RGB.jpg?itok=zCT58BsB","#DCDDD8"
"DB","tafisa","L760 Rain Cloud","https://tafisa.ca/en/our-colours/rain-cloud","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L760%28C%29_hires.jpg?itok=ERmVCBTi","#9A9B8F"
"DB","tafisa","L201 Shadows","https://tafisa.ca/en/our-colours/shadows","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L201%28C%29_hires.jpg?itok=zL_2vmnK","#96968A"
"DB","tafisa","PM771 North Wind","https://tafisa.ca/en/our-colours/north-wind","https://tafisa.ca/sites/default/files/styles/medium/public/2020-10/PMHG771_24X24%20%28Medium%29.jpg?itok=e0wQ65fm","#888479"
"DB","tafisa","HG771 North Wind","https://tafisa.ca/en/our-colours/north-wind-0","https://tafisa.ca/sites/default/files/styles/medium/public/2020-11/PMHG771_24X24%20%28Medium%29.jpg?itok=VUQCKIcH","#888479"
"DB","tafisa","L770 Evening Star","https://tafisa.ca/en/our-colours/evening-star","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L770%28I%29_24X24_72dpi.jpg?itok=-1qXY5es","#74716A"
"DB","tafisa","L770 Evening Star","https://tafisa.ca/en/our-colours/evening-star-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-06/C_24x24_RGB_L770_evening_star.jpg?itok=HjPbNMYd","#69726F"
"DB","tafisa","PM778 Steel Blue","https://tafisa.ca/en/our-colours/steel-blue","https://tafisa.ca/sites/default/files/styles/medium/public/2024-08/PM778-24x24-RGB.jpg?itok=7Y2UuVKf","#909998"
"DB","tafisa","L761 Moonlight","https://tafisa.ca/en/our-colours/moonlight-0","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L761_Moonlight_Claire%20de%20Lune.jpg?itok=X0WE9iyo","#6D6E70"
"DB","tafisa","L761 Moonlight","https://tafisa.ca/en/our-colours/moonlight","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L761%28C%29_hires.jpg?itok=sfSABuAt","#54534F"
"DB","tafisa","PM772 Calm Sea","https://tafisa.ca/en/our-colours/calm-sea","https://tafisa.ca/sites/default/files/styles/medium/public/2020-10/PM772_24X24%20%28Medium%29.jpg?itok=scI0Ikqr","#242F41"
"DB","tafisa","PM765 Midnight Sun","https://tafisa.ca/en/our-colours/midnight-sun-0","https://tafisa.ca/sites/default/files/styles/medium/public/2020-10/PMHG765_24X24%20%28Medium%29.jpg?itok=mVuSiu-e","#383735"
"DB","tafisa","HG765 Midnight Sun","https://tafisa.ca/en/our-colours/midnight-sun-1","https://tafisa.ca/sites/default/files/styles/medium/public/2020-11/PMHG765_24X24%20%28Medium%29.jpg?itok=82BH2ZmK","#383735"
"DB","tafisa","L765 Midnight Sun","https://tafisa.ca/en/our-colours/midnight-sun-2","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L765_Midnight%20Sun_Soleil%20de%20Minuit.jpg?itok=fZHC6-2Z","#555555"
"DB","tafisa","L762 Starry Night","https://tafisa.ca/en/our-colours/starry-night","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L762%28C%29_24X24_72dpi.jpg?itok=IfbLglsC","#33373A"
"DB","tafisa","L762 Starry Night","https://tafisa.ca/en/our-colours/starry-night-1","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L762%28C%29_24X24_72dpi_1.jpg?itok=5fX7vvta","#33373A"
"DB","tafisa","L765 Midnight Sun","https://tafisa.ca/en/our-colours/midnight-sun","https://tafisa.ca/sites/default/files/styles/medium/public/2020-04/tafisa_L765%28I%29_24X24_72dpi.jpg?itok=mKy2F2EB","#393836"
"DB","tafisa","PM203 Black","https://tafisa.ca/en/our-colours/black-3","https://tafisa.ca/sites/default/files/styles/medium/public/2020-10/PMHG203_24X24%20%28Medium%29.jpg?itok=d79_BUby","#030303"
"DB","tafisa","HG203 Black","https://tafisa.ca/en/our-colours/black-4","https://tafisa.ca/sites/default/files/styles/medium/public/2020-11/PMHG203_24X24%20%28Medium%29.jpg?itok=dT54eq8Q","#030303"
"DB","tafisa","L203 Black","https://tafisa.ca/en/our-colours/black-6","https://tafisa.ca/sites/default/files/styles/medium/public/2025-05/materia_24x24_RGB_L203_Black_Noir.jpg?itok=6-Iae2cz","#262729"
"DB","tafisa","L203 Black","https://tafisa.ca/en/our-colours/black","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L203%28C%29_hires.jpg?itok=l57-EUl_","#1D1D1D"
"DB","tafisa","L203 Black","https://tafisa.ca/en/our-colours/black-0","https://tafisa.ca/sites/default/files/styles/medium/public/960x960_L203%28I%29_hires.jpg?itok=9vS-1Cz3","#1D1D1D"
"DB","tafisa","L203 Black","https://tafisa.ca/en/our-colours/black-5","https://tafisa.ca/sites/default/files/styles/medium/public/2023-10/Karisma_03-square%20%28Large%29_0.png?itok=_P0nlhGX","#4C4A49"
"DB","tafisa","M203 Black","https://tafisa.ca/en/our-colours/black-2","https://tafisa.ca/sites/default/files/styles/medium/public/2019-11/M203B%20-%2012%27x12%27.jpg?itok=T51Fo0ab","#1B1B1B"
"DB","tafisa","M203 Black","https://tafisa.ca/en/our-colours/black-1","https://tafisa.ca/sites/default/files/styles/medium/public/2019-11/M203Y%20-%2012%27%27x12%27%27.jpg?itok=2c3iox5j","#171717"
